name,genre,length,tempo,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc1_var,mfcc2_var,mfcc3_var,mfcc4_var,mfcc5_var,mfcc6_var,mfcc7_var,mfcc8_var,mfcc9_var,mfcc10_var,mfcc11_var,mfcc12_var,mfcc13_var,chroma_stft_mean,chroma_stft_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,rms_mean,rms_var,mel_mean,mel_var,contrast_mean,contrast_var,tonnetz_mean,tonnetz_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var
jazz_00062,jazz,30,151.9990809,-168.12323,108.27153,-14.1499405,30.457626,3.8945062,4.6765637,3.1879177,1.9276346,-1.1426724,0.23471788,-5.246889,-2.5546734,-7.2195997,2931.4119,352.34912,566.8884,218.3271,71.737015,58.090607,44.442574,49.043976,45.90015,35.445377,38.41664,37.739197,37.648922,0.2856545,0.088302955,1725.63453,110028.9076,2091.113741,103910.1833,3504.712141,743516.0692,0.067522267,0.000577927,0.09780148,0.001142068,2.3826122,146.52582,20.3100554,20.23287403,-0.007449795,0.01226737,-0.000733196,0.008022612,-0.00111994,0.000837521
jazz_00063,jazz,30,123.046875,-51.34779,85.20031,3.643558,22.86177,-1.5293607,6.1102853,2.4109144,3.6449344,-1.863228,4.3669353,1.0871078,0.7797648,-0.73646325,1020.5678,222.60387,243.56631,63.76724,57.55484,33.43325,28.994343,30.517822,32.252766,36.127438,37.21402,47.00839,33.752388,0.3805404,0.08795744,2475.600949,144224.2136,2687.069113,77845.96959,5544.583139,876684.9229,0.098150578,0.000947914,0.16229047,0.001533449,6.0686493,826.44507,16.9860267,14.62363965,0.005180433,0.004243852,-0.000115898,0.015514942,-0.00153589,0.004347629
jazz_00064,jazz,30,103.359375,-69.50922,125.97758,-5.173289,30.769238,8.304397,5.0812526,-3.9214036,5.376409,-10.774684,9.034488,-8.263985,4.7895856,-5.1241627,1535.3519,309.01544,333.1932,62.59323,43.60207,33.355965,31.78511,32.53401,29.196636,26.49516,32.19488,32.927704,37.019627,0.37970966,0.08216309,1575.453872,72215.8127,2069.892649,94535.78256,3341.013131,686974.2613,0.055879859,0.000217962,0.21197514,0.002087383,10.815144,2710.3535,18.56751699,12.95511989,0.019248564,0.00841501,-0.000255471,0.030166198,-0.002089506,0.005530041
jazz_00065,jazz,30,99.38401442,-235.67885,144.76765,-22.600695,62.560963,-9.326272,2.0168686,-0.34364963,2.0165107,5.5604534,0.30436003,9.439982,2.892706,2.5626411,5284.1494,292.31152,494.5628,173.30292,294.1106,145.79102,194.71243,165.59436,75.886635,109.924,137.18121,152.54393,94.19524,0.24769275,0.09019597,1338.236233,143237.521,1518.994776,33049.32923,2755.69167,700786.6378,0.076529394,0.001144094,0.08226342,0.001597111,1.7774135,198.63199,19.02200793,29.58348203,-0.000758793,0.007555474,-0.000159228,0.005848734,-0.001049682,0.000946234
jazz_00066,jazz,30,129.1992188,-117.8876,122.55041,-13.149182,26.755905,4.313922,6.866731,-6.8144403,-0.33922073,-8.199784,-5.0079026,-4.495015,0.12167722,-4.6518903,1550.4116,723.87555,214.07233,61.618244,79.40236,74.50463,43.621662,54.817307,74.94541,91.13322,100.27386,127.53829,108.892006,0.25898328,0.08444192,1579.012766,119548.5518,1853.546004,55372.4387,2967.207058,570622.4548,0.088246632,0.000987722,0.17267226,0.001552795,6.5975695,849.5686,21.80309653,25.52325783,0.031917308,0.025111629,-0.000342029,0.025736049,-0.001099856,0.001556142
jazz_00067,jazz,30,103.359375,-177.27713,144.32156,-17.265924,55.68605,-21.2419,0.35280415,-1.576951,-10.402746,-5.1764717,-0.5141812,-8.736716,3.868864,-7.953766,1320.7463,711.3479,496.67474,387.31937,150.54655,165.63406,117.98925,83.25062,76.81287,71.67611,61.33081,74.8557,68.893234,0.23668988,0.09540297,1354.091908,197343.2731,1566.788757,96424.08646,2830.541217,1254679.055,0.054945624,0.000618896,0.1380443,0.001298838,4.6732397,920.8927,19.68202117,23.29930187,0.00577584,0.018003538,-0.00259997,0.015044736,-0.001564616,0.001739224
jazz_00068,jazz,30,129.1992188,-204.39252,138.57968,-10.791186,46.552383,-22.306915,9.692935,-11.09484,-17.79885,-7.586271,-1.6000779,-7.650327,-1.0194095,-9.977279,4918.7144,692.5789,443.7798,123.92144,146.14024,89.92947,69.319115,104.98892,60.519863,40.87872,34.822277,30.782381,44.746414,0.2852767,0.09072937,1382.730731,187045.5812,1642.906502,36861.84628,2832.566205,1092447.97,0.061230544,0.000858335,0.099523455,0.003940076,2.973747,600.0539,20.01835464,22.30121494,0.009818503,0.016966498,-0.001030385,0.009041268,-0.000678095,0.001634543
jazz_00069,jazz,30,151.9990809,-159.2706,92.04842,-16.75185,27.393675,6.1041913,3.2399652,7.1759634,4.0307016,3.5977046,3.5440965,-0.5867414,-3.7236729,-4.721016,3100.5618,525.4761,535.60565,222.51918,79.405136,99.4227,87.82653,96.46067,203.43617,95.39469,73.91946,95.046165,88.587166,0.25388345,0.0888912,2009.813934,180617.4428,2227.049875,138227.6241,3910.693019,1255638.065,0.0874322,0.000839758,0.11175289,0.001438592,2.8971527,294.3461,20.6144608,29.4656866,0.025252062,0.013824868,-0.000437992,0.010105709,-0.000867843,0.001400043
jazz_00070,jazz,30,103.359375,-237.90088,155.81622,-9.225844,13.1981125,6.609402,8.891292,3.9802098,0.24934202,1.7425677,3.3538349,1.1899072,3.6303484,1.1625512,3766.5596,975.81335,600.8633,158.94516,78.86268,63.98145,51.23851,61.478844,52.577797,49.106136,46.016712,74.17828,95.952385,0.27664104,0.08982977,1117.509879,161917.5521,1545.46549,143591.5578,1957.113166,867402.2734,0.050036357,0.000550755,0.08643475,0.001343158,1.8659588,151.1989,20.56299356,24.28632183,0.015185039,0.029800092,-0.01776507,0.006307056,-0.001336877,0.000702011
jazz_00071,jazz,30,123.046875,-228.39198,170.40265,-16.07386,43.96471,1.1009046,3.996799,1.0781353,-7.2046056,-12.514963,-4.418732,-6.0696063,-1.3367635,-3.1518414,3050.991,438.43344,454.75446,111.00573,55.211746,47.61898,62.034256,30.388977,47.048725,40.16298,41.019108,34.452236,33.30162,0.27724737,0.092604674,971.547588,59187.92126,1301.652217,24969.38235,1795.922474,401354.8428,0.04257495,0.000210535,0.10031754,0.001247653,2.605254,247.8884,20.21756639,20.18177878,0.039900617,0.022988811,-0.000678893,0.00876709,-0.000742534,0.000758318
jazz_00072,jazz,30,107.6660156,-202.82193,145.73984,-23.568312,47.84978,-14.344828,1.6427218,-7.0651684,-11.130012,-4.5997396,-3.6073794,-3.788098,2.0468261,0.84362906,4154.2783,283.22043,465.72766,105.697075,124.08594,158.0842,82.17791,58.48788,76.79307,72.432495,56.337738,54.68481,105.57881,0.25022087,0.09041442,1336.369851,80142.35965,1554.504678,37207.20226,2751.675028,487026.0458,0.058734717,0.00041476,0.11051283,0.003493223,3.564924,1389.2212,18.90748661,23.45417389,-0.004340451,0.018660968,-0.000860823,0.008705857,-0.00112128,0.002803137
jazz_00073,jazz,30,112.3471467,-84.054344,63.061363,5.6391883,24.92485,6.21167,-2.9040577,-0.36405933,-1.0757004,-4.244647,-2.3303053,1.5680952,1.9355129,1.5438601,1933.04,296.0684,461.88376,98.12975,68.357635,73.207306,56.820942,50.962456,52.099888,36.363476,35.461487,35.04828,42.820103,0.3323741,0.08935967,2968.602505,359727.566,2922.520711,155568.6718,6416.761199,2041829.479,0.129754695,0.001887451,0.13311215,0.003261419,4.3550363,910.85767,19.28296911,20.02168294,0.045929111,0.012141872,-3.51E-06,0.01355648,-4.88E-05,0.002794392
jazz_00074,jazz,30,83.35433468,-149.19681,79.0861,2.0091481,27.607029,0.3150665,1.7276528,-3.6130915,-0.16500692,-5.0356708,1.2518125,1.1462151,-0.6187953,1.8201314,4075.2097,753.8932,819.69806,126.06035,108.754875,72.85466,84.395874,46.57971,42.74117,39.179752,40.155365,35.584824,48.389526,0.29495355,0.091641136,2414.85705,510950.2353,2552.542967,275565.7058,5135.260614,2896731.174,0.095573118,0.001834076,0.112695016,0.004929422,3.6306565,1312.5902,20.88174477,22.31692652,0.044228585,0.017310669,-5.52E-06,0.013261252,-4.33E-05,0.001401511
jazz_00075,jazz,30,103.359375,-78.2242,63.21851,-1.6562833,21.02259,4.470186,-3.5898204,-1.5619467,-3.0696387,-6.07829,-1.9560667,1.7820153,-1.2156534,0.94245726,1644.3853,286.21652,410.3961,71.64555,76.56959,52.351513,44.22466,56.782894,37.49418,34.917713,34.890022,43.36275,30.259602,0.29375893,0.08614199,2902.828215,335489.0258,2855.118952,152984.1077,6198.31252,2074281.298,0.126549121,0.001972555,0.14682163,0.004135387,5.348041,1776.0222,20.03477653,22.26776356,0.026557534,0.020160352,-1.45E-05,0.019119177,-3.68E-05,0.001974426
jazz_00076,jazz,30,117.4538352,-154.29288,110.68495,-22.299719,21.146955,4.267235,4.7490644,-4.0923247,-1.0206659,-6.4128003,-9.245782,-3.6310499,-5.5030346,0.536892,3352.646,508.939,749.3982,175.02727,110.15603,84.00286,71.7308,51.558533,89.85294,45.20153,35.94401,34.33564,42.387463,0.3031213,0.08700417,1733.583197,147253.7112,2068.043896,174114.2268,3379.546231,1247887.408,0.068714626,0.000767449,0.119166136,0.003010397,3.702063,499.22104,21.79253037,26.68343843,0.079027326,0.038271272,-4.64E-06,0.015187301,-4.48E-05,0.000525704
jazz_00077,jazz,30,135.9991776,-77.089676,64.52771,-2.8485148,28.53128,4.6849046,-2.8145123,-5.947363,1.898145,-5.2051053,-2.3232338,-2.939537,-6.148102,-0.7635445,1589.7177,476.26743,307.62616,88.85865,75.02206,44.616657,60.596386,31.769323,43.25579,36.091145,70.19391,52.908184,34.13918,0.30749902,0.08787469,2777.976525,266143.1756,2691.24049,130064.9068,5813.648179,1510097.974,0.130902459,0.001439333,0.14569664,0.00306155,4.505893,581.2327,20.14405722,25.87660398,0.018291343,0.016808096,5.47E-06,0.01737589,-5.54E-05,0.002301169
jazz_00078,jazz,30,161.4990234,-141.49684,70.90452,-0.52323115,33.573048,1.4106365,-9.186746,0.75543296,0.5403756,-9.192057,-2.5710378,4.0803123,-2.218427,-0.69174725,3584.8347,593.10614,632.8005,158.99431,125.67487,136.41942,62.588924,83.90819,100.361984,66.416145,40.417202,62.39937,40.5829,0.26615047,0.08902191,2503.139918,333319.7889,2598.480216,192562.478,5155.093828,2303504.733,0.095830486,0.001409774,0.11916368,0.004340187,3.933166,1934.0677,21.22470559,25.12629017,0.032631264,0.027390054,4.12E-06,0.013991699,-4.82E-05,0.001481817
jazz_00079,jazz,30,107.6660156,-163.53947,65.97194,5.3612895,41.897198,7.0257664,5.5014386,8.930416,2.6784525,-0.18257855,5.155423,10.491717,3.329865,3.8408947,955.2229,502.5811,180.60275,118.07711,71.5085,58.62837,64.79078,49.37569,64.00743,43.01588,73.6237,86.68708,95.31149,0.33828345,0.08459024,2634.319274,361083.6218,2728.502508,118673.5302,5562.63303,1657255.222,0.107876143,0.001379626,0.06984886,0.000386128,1.1329304,49.892727,20.45958062,21.66178757,0.002834935,0.009679031,-2.77E-06,0.003379273,-3.78E-05,0.000702973
jazz_00080,jazz,30,135.9991776,-117.24632,56.99422,-2.109928,35.616062,4.713422,3.890102,11.592064,6.078704,0.5825715,2.2747371,2.6996386,-1.8503127,1.6808271,1622.2058,279.75473,105.230835,78.371056,79.35522,36.23392,45.050014,36.14875,35.362988,37.98631,43.665,41.024696,56.40908,0.3703903,0.08041768,3029.035019,215883.254,2828.868342,64710.60108,6201.412501,1047428.578,0.140357806,0.001273347,0.0757338,0.00036713,1.2038937,34.00051,19.63939203,24.31043791,0.01361134,0.006759276,2.29E-06,0.003314207,-3.82E-05,0.000990436
jazz_00081,jazz,30,117.4538352,-228.37154,67.53677,37.07984,21.325258,17.058424,10.142423,10.776463,8.010919,2.0421867,0.2971386,2.49913,3.8471446,1.5821793,2880.9968,579.95654,316.67194,119.11,59.653286,43.442524,44.941727,43.754517,41.658913,50.22355,55.145515,40.035572,53.60761,0.44186088,0.08787164,3027.140363,1033452.523,3302.676302,178988.0893,7278.839319,2866703,0.100148298,0.003859847,0.043215886,0.000240749,0.4607904,9.281594,17.91685915,16.73968565,-0.013326216,0.008441629,-0.000134151,0.00118685,-0.00073463,0.000448477
jazz_00082,jazz,30,99.38401442,-158.2061,49.602417,21.594702,16.516552,11.422575,6.259136,5.633524,-0.19963433,-0.24266581,-1.9968201,2.022939,2.6891398,-1.4565204,4359.587,661.80096,337.70004,95.39032,72.840614,49.983967,49.85747,33.023533,26.501245,30.359787,34.56522,32.135406,28.882338,0.40154165,0.082353294,3906.297214,1217741.934,3328.954589,136221.7753,8037.609731,2545036.389,0.206848711,0.011124996,0.047840312,0.000365307,0.49994653,8.154772,17.02870028,13.32658097,0.015003809,0.007771132,-0.00022009,0.001209258,-0.000777371,0.000644608
jazz_00083,jazz,30,107.6660156,-126.01213,56.60823,23.495506,23.70013,-0.3036549,7.1513724,0.16874294,-0.8434282,-4.1562734,-1.8949323,2.5230918,0.5281127,0.92665267,1969.3115,484.6937,454.5979,94.30456,64.711266,61.084618,62.760582,47.101067,46.239895,43.14576,51.790146,35.342865,38.208294,0.42909393,0.0813142,3393.857478,568984.5104,3147.780755,105588.678,7235.039584,1546607.207,0.149702043,0.003713771,0.074288204,0.000552367,1.2880714,50.712,18.15317977,20.69971239,0.005182207,0.008300082,7.64E-07,0.003715047,-2.09E-05,0.000897063
jazz_00084,jazz,30,123.046875,-178.09238,61.942627,1.4681729,36.045937,7.5810137,5.1538916,-0.9176272,2.9412882,1.4490772,2.1342268,5.170273,2.025797,0.5106883,2503.8691,370.97238,320.38147,108.08627,91.49651,57.718235,50.02155,52.772263,36.786346,48.76445,26.23639,33.065372,35.65533,0.39294955,0.086656556,2874.779391,335970.7889,2802.597855,120393.5055,6138.462882,1340454.508,0.118338287,0.00302885,0.051637337,0.000463408,0.6578759,17.825811,18.62206704,19.61783086,0.028588868,0.013456462,2.01E-06,0.002178351,0.000177094,0.000344559
jazz_00085,jazz,30,161.4990234,-131.93135,61.59087,-12.654588,35.085182,-2.1272988,-0.94919276,-4.837914,-4.1055217,-3.2856128,2.4962208,6.411373,3.4233508,-2.8839264,2066.0999,514.6461,234.8443,141.5136,83.046104,85.88805,80.05097,76.55158,55.612133,57.564472,48.8359,58.822506,58.112675,0.32550374,0.08758504,2861.066904,318991.6643,2566.562864,100952.838,5606.249433,1294802.642,0.147576961,0.00228205,0.07136117,0.000794936,1.1088269,35.22966,19.30082244,21.30241498,-0.006048406,0.01154265,8.66E-06,0.003990268,0.000162753,0.000662096
jazz_00086,jazz,30,135.9991776,-156.61226,22.763254,10.495277,24.156204,10.143046,2.9696465,2.4915147,0.48371994,2.6910138,1.2310425,3.3316617,-7.8197894,1.1087779,2088.672,783.3128,237.86649,116.07996,101.81192,74.863396,77.476166,63.67045,69.25143,85.69111,96.44491,68.34756,87.51252,0.3374259,0.08000619,4136.053469,541305.6382,3220.934675,67439.71581,8258.125064,1197841.132,0.261701743,0.007759747,0.052408926,0.000412778,0.4955512,6.3516583,19.99187019,24.0766433,0.048838688,0.017339424,-7.37E-05,0.002185521,-0.000200938,0.00038
jazz_00087,jazz,30,135.9991776,-341.018,89.85991,44.51198,28.827593,16.317823,10.590869,7.0007353,0.82006645,6.097488,7.125774,5.411661,2.7358577,9.361676,7253.9824,1177.921,399.74982,267.5682,191.76053,173.70978,94.73247,126.679276,99.44018,89.67657,75.423584,77.69168,51.331936,0.34191456,0.102920294,1845.876115,731290.9603,2730.869808,342073.8162,4330.423815,7011725.134,0.042829295,0.00085078,0.04579199,0.001190245,0.77452713,86.999176,16.76896917,18.99711574,0.010410482,0.015339452,-2.42E-05,0.002720291,-0.000177875,0.000198232
jazz_00088,jazz,30,129.1992188,-192.50781,80.95126,25.701668,18.5341,14.171379,1.2654692,4.0929475,-1.416841,2.6607602,5.235185,3.7162201,0.2937416,7.3394513,3037.5708,449.67987,460.80045,114.050964,79.59942,81.57866,43.89037,69.622925,83.54514,72.43617,82.63419,138.4699,144.53389,0.2910604,0.09583134,2428.641269,442159.5424,3007.40997,230559.6658,5927.730822,3762092.092,0.069047957,0.001047414,0.09153846,0.001503115,2.2475903,243.11598,20.07342788,23.71316219,-0.001391581,0.014181253,-5.99E-05,0.008682704,-0.000129917,0.000357986
jazz_00089,jazz,30,117.4538352,-322.49924,90.65098,27.027184,37.856743,19.709015,4.609319,3.0706127,7.9708104,1.9372374,2.0878365,0.4474656,4.892959,13.060921,2501.6748,614.22626,276.92456,160.8342,62.54148,75.08772,67.28513,63.540405,75.92029,59.03955,80.71672,51.39258,87.7074,0.28040653,0.0972885,1787.936479,465002.9558,2485.681988,150100.379,3905.66805,2995962.216,0.062757746,0.003385109,0.045029182,0.000813379,0.6164682,69.29482,20.78716778,36.02753878,0.021881454,0.047475741,-2.56E-05,0.002686255,-0.000160766,3.10E-05
jazz_00090,jazz,30,135.9991776,-217.62901,105.62872,19.315361,28.35325,8.654835,0.14365214,6.3657665,-2.5397053,-12.996928,-11.149584,-6.152888,-7.734215,0.42279658,1704.3127,470.89078,133.48082,70.47002,48.078403,46.629887,30.481125,36.560226,70.2092,39.004074,30.778913,34.067585,24.093164,0.2699995,0.08666381,1875.229064,286606.2042,2569.510976,181759.3797,4292.849042,2476629.164,0.054154245,0.00023424,0.061363127,0.000416431,0.97370744,27.385162,18.785296,22.38352045,0.00757858,0.026989843,-1.75E-05,0.00350239,-0.00019353,0.000192998
jazz_00091,jazz,30,117.4538352,-299.40533,60.777206,32.098515,25.695833,7.463468,-1.2953769,1.8622718,5.2616196,-5.5296664,-3.103563,3.6464572,-2.2974072,0.8934429,3574.4822,2490.2222,173.35823,149.30434,95.40165,77.99949,67.974106,113.61549,131.93527,170.5591,87.85741,90.88236,110.71014,0.2309633,0.0865023,2958.852744,1906613.079,2832.903017,124329.1014,6065.346657,4529083.999,0.151422743,0.017025539,0.0409175,0.00063743,0.32767224,8.270879,21.38137312,44.06146076,-0.011683465,0.034197636,-3.81E-05,0.00210376,-0.000149294,5.57E-05
jazz_00092,jazz,30,117.4538352,-294.19385,84.66457,39.07789,28.63521,14.131192,1.0344225,7.3534536,5.217076,-3.739166,-5.041574,2.2247612,-0.5665929,4.218074,2534.3242,1520.7261,132.33185,123.87591,119.03935,137.68272,57.08759,76.20509,108.24121,58.516193,45.43903,99.99077,85.60974,0.27042797,0.094990216,2213.669961,1156829.946,2794.540855,184223.8253,5023.319625,5415167.462,0.075365757,0.006251969,0.05349315,0.001320645,0.7978017,67.99315,20.04938287,36.79178601,0.1002673,0.042300982,-2.51E-05,0.003908962,-0.000168526,6.08E-05
jazz_00093,jazz,30,112.3471467,-215.39735,100.96081,17.098629,12.978259,16.062912,4.7642055,4.5650473,-3.133695,-4.154083,-2.2966673,-4.9289665,-3.3494503,-1.4255524,1516.9489,295.59927,278.0893,118.634796,94.88887,87.041084,51.275543,42.729923,39.2584,41.503605,52.864033,50.53799,37.65946,0.26958323,0.08031455,2151.985123,238262.2954,2775.027999,137324.2416,5013.61135,2667004.455,0.08170321,0.000704383,0.045294043,0.000150818,0.49595892,5.7306437,21.12039259,22.94473155,0.027055506,0.019994357,1.62E-06,0.001656536,-2.97E-05,0.00016547
jazz_00094,jazz,30,123.046875,-366.44046,131.6985,16.512924,36.320045,5.060641,14.675128,-6.163728,4.7142596,-9.5868,-1.2903653,-2.6941345,1.5798401,-2.2748077,3653.6116,731.79456,481.8951,123.17256,140.38605,123.50907,108.64532,94.27558,87.3065,71.86254,80.97681,95.76068,82.50303,0.23740347,0.09283143,1077.172277,231713.2681,1539.203322,214289.1936,2111.478899,1979057.384,0.041511843,0.000384361,0.03977746,0.00040941,0.4690393,19.389547,23.8728412,37.83170681,0.061563043,0.032280434,-2.77E-06,0.001769477,-2.41E-05,7.30E-05
jazz_00095,jazz,30,117.4538352,-219.7643,100.79803,-1.456325,41.285435,-0.94854546,23.37939,-11.514086,20.027903,-15.970275,13.943597,-7.9898467,5.73836,-6.868227,1628.7133,417.97504,450.2376,101.21337,77.58924,78.249954,60.103752,53.703526,36.507935,60.35793,44.18737,47.440857,34.57864,0.3112811,0.090363085,1855.28565,213875.535,2215.888359,126272.6828,4284.540759,1756942.673,0.063396064,0.000844974,0.06815898,0.000696798,1.2122163,87.21649,23.90598943,59.55850563,0.035763158,0.014876493,-3.92E-06,0.004431441,-3.21E-05,0.000292121
jazz_00096,jazz,30,135.9991776,-277.2356,95.75203,-2.979494,43.91987,1.9414102,22.249989,-6.1406465,22.460953,-12.840875,10.780396,-7.533229,3.5953238,-5.0750594,4332.431,906.5232,514.53613,221.93365,160.31866,79.79371,116.86956,65.874954,95.18562,67.28707,97.7052,67.47433,45.146782,0.29865912,0.09314182,1874.62804,514032.146,2084.021022,178255.3963,4011.050746,2659530.304,0.077770505,0.002112509,0.044368494,0.000461867,0.5268722,19.890093,24.05622569,54.58434442,-0.008009241,0.02069616,1.91E-06,0.001967891,-3.31E-05,0.000166172
jazz_00097,jazz,30,112.3471467,-413.5791,118.27575,31.10331,40.165215,13.103847,13.944954,-3.7192216,4.748372,-9.8912525,-3.0627759,-6.2822113,-3.6105387,-5.2636905,2117.5696,534.6986,807.6984,168.75655,148.38205,109.12058,71.076996,65.5466,45.42325,66.68345,64.06374,67.94148,86.08953,0.22404483,0.09103713,1176.004363,246132.1677,1752.937088,186811.3194,2343.769161,2333779.109,0.039910945,0.000474826,0.021187648,0.000183887,0.14932042,6.1818237,22.490351,38.84244021,0.00924172,0.061640631,-7.07E-06,0.000593593,-2.39E-05,7.67E-06
jazz_00098,jazz,30,161.4990234,-223.0306,102.89912,-1.6697352,45.199474,-6.7459745,25.354921,-14.366872,24.246717,-10.414377,11.146243,-9.151457,6.625129,-7.828697,2176.7263,460.38962,352.59473,103.83548,82.79994,55.069298,51.430298,37.44402,44.545242,55.26473,39.255066,40.67037,37.16588,0.3279028,0.091119856,1884.943901,299817.8437,2230.243952,106168.04,4355.815328,1694578.652,0.058125121,0.001242281,0.06013178,0.000455609,0.93092936,47.885635,22.82968589,60.47286321,0.016345757,0.012515516,-5.08E-06,0.003097031,-3.10E-05,0.00032171
jazz_00099,jazz,30,135.9991776,-315.01422,112.72768,9.740749,38.98918,3.942611,20.019875,-7.2231936,15.273513,-13.67778,10.151815,-4.8844333,4.7019944,-2.6995628,1948.7175,530.0447,281.45166,93.16771,84.369064,79.91282,63.128345,58.329807,46.376488,56.937923,59.16216,84.29311,66.43291,0.2958971,0.09635401,1492.564531,269239.1239,2014.164364,165955.6281,3376.796248,2287547.611,0.046200401,0.000537591,0.039259337,0.000423191,0.459972,25.113916,22.88088827,45.0436578,0.034028831,0.01603121,-1.86E-06,0.001636602,-2.71E-05,0.000105825
metal_00000,metal,30,95.703125,-52.93138,50.087284,-11.48575,46.351738,6.5509257,10.124288,5.479244,8.854688,5.9422083,6.6225224,-4.0471754,9.770576,-3.118492,349.00043,197.08241,260.36804,221.352,116.35473,81.837616,66.73665,65.12783,57.441383,51.441284,56.49595,54.272724,53.358974,0.48777872,0.06744353,3274.344587,268365.4413,2722.303647,151345.3092,6407.269589,1688119.747,0.18307977,0.002183142,0.11609076,0.000304958,2.5940092,166.62999,18.54564095,54.32187208,0.019037588,0.006861361,0.000395832,0.006955366,0.002435857,0.002322804
metal_00001,metal,30,151.9990809,-80.14728,64.84362,-15.4656,46.839314,7.9110203,21.762014,-2.1760788,21.986689,-7.7126284,11.144746,-4.2870846,11.442519,-10.365105,453.90152,159.7318,131.79082,81.653755,92.41983,47.60808,95.47828,55.722923,57.50413,59.80631,45.873493,40.98206,44.063526,0.47693357,0.071975015,2922.908395,184037.7215,2620.852887,49920.33184,6036.988495,677675.3779,0.15290157,0.001718993,0.09726957,0.000217089,1.9359934,69.81597,20.07755073,93.3198535,-0.021487021,0.004247954,2.63E-06,0.00485205,-5.66E-05,0.001553282
metal_00002,metal,30,112.3471467,-62.21819,115.20072,-42.81503,54.31106,-24.88396,20.13311,-21.639135,20.847036,-8.3987,20.328602,-10.731801,9.669686,-14.547392,995.7651,316.10812,298.44904,215.81544,75.5318,106.50905,68.55331,47.368813,59.48364,44.963074,51.606567,38.564167,52.86998,0.43250424,0.0749703,2198.504874,146420.5741,2005.877308,80997.92425,4446.356447,668711.3114,0.128393026,0.000976445,0.13275114,0.000641002,3.6839392,145.06001,20.46788172,86.55786803,-0.006576888,0.003827642,-6.84E-06,0.007649036,-0.000442555,0.004009492
metal_00003,metal,30,99.38401442,-43.064682,75.397606,-47.840973,53.023735,-12.337867,36.873158,-8.28772,28.40454,-14.531338,22.106434,-7.3557463,15.97535,-13.140837,410.23248,235.00087,191.65741,82.74552,74.251945,78.35563,66.66933,73.00577,48.471104,38.708454,50.681953,31.358374,36.14484,0.4876697,0.07892538,2751.926423,155514.3957,2205.638269,29372.38556,5234.401682,420483.0026,0.166710254,0.002237443,0.15017863,0.000854331,4.2572036,516.12726,20.27791897,103.2069142,0.009226831,0.002883517,-0.003116515,0.008915622,-0.004933466,0.005586124
metal_00004,metal,30,135.9991776,-107.129585,47.660187,-8.620708,38.398926,8.458258,9.54455,1.0175123,20.74903,0.7148489,11.783107,1.1646875,11.063399,-2.529399,1127.2373,322.3228,182.47585,182.85141,102.82932,96.25288,111.489395,80.41386,62.79465,63.841164,49.690685,42.756325,43.561718,0.6346607,0.047974885,3403.07551,268010.743,2825.093037,53378.79582,6902.816593,790020.1264,0.192423629,0.002356677,0.06345061,0.000107672,0.77152705,13.7280245,18.4988664,73.61460553,0.006352894,0.003246254,-1.74E-06,0.001722682,-8.97E-05,0.000874326
metal_00005,metal,30,151.9990809,-79.627686,93.472885,-27.749144,64.06913,-18.807098,23.320396,-10.540276,13.356394,-17.537811,16.38852,-10.054388,8.941801,-16.081074,1074.7245,299.5996,260.77686,178.44029,95.26823,57.938545,99.50374,69.4653,69.137726,71.925186,55.63575,52.928757,33.700066,0.42260268,0.077757515,2464.596758,195555.2129,2204.478599,74961.86784,4951.653391,749034.6905,0.13437825,0.00132309,0.1216955,0.00125577,3.383746,356.32922,20.22179366,83.76279031,0.016751685,0.004392312,-0.001330647,0.006116415,-0.002642604,0.005266808
metal_00006,metal,30,123.046875,-140.7783,55.923157,-12.291191,44.319008,-10.604771,10.867444,-0.95333457,22.243965,-9.378978,15.246445,-3.0641422,9.072361,-8.798301,785.0534,431.36105,296.25436,152.41278,152.68944,70.65719,141.9053,102.885994,102.607765,57.701874,75.43339,62.47585,60.63008,0.43396318,0.080144875,3237.576393,346379.9616,2573.214409,73747.42875,6229.395665,957676.7459,0.198125408,0.003329083,0.0504414,0.000102948,0.47122586,4.9962616,21.32494638,80.02785864,-0.034128372,0.009706122,1.30E-07,0.001256478,-3.52E-06,0.000564674
metal_00007,metal,30,151.9990809,-108.09747,65.77733,-20.841003,47.559597,0.85362834,8.991208,-3.2142603,20.978045,-10.349271,7.8764496,-8.126471,12.045557,-9.155127,269.55167,284.9596,244.68704,110.249756,94.54547,41.384434,62.22776,46.001118,42.03712,31.804087,32.274895,35.279087,36.194954,0.58136714,0.06164891,2939.5298,244028.7416,2522.727059,89835.05682,5806.84822,1036376.707,0.168373132,0.001874694,0.06947105,0.00015739,0.97333276,33.21731,19.75810733,85.91417793,0.001435437,0.002458708,7.60E-06,0.002088984,0.00039324,0.001109948
